Geneid	length	WT_Pmm2_8_1	WT_Pmm2_8_4	WT_Pmm2_8_2	WT_Pmm2_8_3	Mutant_Pmm2_8_1	Mutant_Pmm2_8_2	Mutant_Pmm2_8_5	Mutant_Pmm2_8_3	Mutant_Pmm2_8_4
si:dkey-205k8.5_1	901	0	6	5	0	0	6	0	0	6
LOC110438915	645	6	12	7	2	0	0	3	0	0
rpf1_1	1529	113	393	191	25	55	304	93	32	61
arpc4l_1	1110	0	0	0	0	0	0	0	0	0
tada3l_1	2178	0	0	0	0	0	0	0	0	0
hmces_1	1461	0	0	0	0	0	0	0	0	0
rab7_1	2048	0	0	0	0	0	0	0	0	0
slc25a26_1	685	0	0	0	0	0	0	0	0	0
LOC110438916	1308	0	0	1	0	0	0	0	0	0
LOC110438917	1308	0	2	0	0	0	0	1	1	0
kbtbd8_1	2043	0	0	0	0	0	0	0	0	0
suclg2_1	2280	37	123	118	11	5	111	35	11	41
fam19a1_1	1865	0	3	12	0	0	9	2	0	7
fam19a4b_1	875	0	0	0	0	0	0	0	0	0
fam19a4b_2	649	0	31	18	3	1	9	8	0	1
eogt_1	2995	2	19	3	12	0	12	8	1	3
tmf1_1	4108	54	393	193	22	9	202	91	20	36
uba3_1	1801	13	24	37	0	3	25	7	3	6
LOC110438918	926	0	0	0	0	0	10	0	0	0
LOC101886550_1	337	0	0	0	0	0	0	0	0	0
cishb_1	1326	0	29	9	0	0	20	9	2	2
twf2b_1	1535	0	2	8	0	0	9	3	0	0
rpusd4_1	1699	0	0	0	0	0	0	0	0	0
qrich1_1	2939	0	4	1	0	0	7	0	0	0
si:ch211-14i3.2_1	3575	0	0	3	0	0	0	0	0	0
LOC110438921_1	967	0	0	0	0	0	0	0	0	0
LOC110437857_1	3570	0	0	0	0	0	0	0	0	0
LOC110438922_1	3597	0	0	0	0	0	0	0	0	0
LOC110438923_1	1372	0	0	0	0	0	0	0	0	0
LOC110438924_1	835	0	0	0	0	0	0	0	0	0
zgc:173545_1	1358	0	0	0	0	0	0	0	0	0
LOC110438920_1	1428	0	0	0	0	0	0	0	0	0
LOC100334195_1	1444	0	0	0	0	0	0	0	0	0
LOC100537499_1	1376	0	0	0	0	0	0	0	0	0
LOC100538023_1	1426	0	0	0	0	0	0	0	0	0
LOC100334068_1	1431	0	0	0	0	0	0	0	0	0
tmcc1b_1	2893	0	0	0	0	0	0	0	0	0
LOC563780_1	3370	0	0	0	0	0	0	0	0	0
mustn1b_1	875	0	0	0	0	0	0	0	0	0
tmem110_1	1848	0	0	0	0	0	0	0	0	0
sfmbt1_1	4338	10	111	28	1	0	57	24	6	10
prkcdb_1	2761	0	0	0	0	0	0	0	0	0
fgd5a_1	6646	0	0	0	0	0	0	0	0	0
wu:fb78f07	3533	22	254	167	15	9	97	40	11	17
ogfrl2_1	2269	6	42	31	6	0	3	13	2	23
cdh4_1	1045	7	131	61	13	1	48	14	6	14
LOC110438925	216	0	9	10	2	0	3	0	0	0
mapkapk2a_1	3094	0	0	0	0	0	0	0	0	0
zgc:172180_1	2027	9	153	63	3	4	48	24	4	10
si:dkey-85p17.3_1	7870	20	261	124	5	2	68	27	8	25
ikbke_1	2504	0	10	6	0	0	2	3	0	2
srgap2_1	2777	5	18	12	4	0	11	3	0	2
foxp4_1	252	0	0	0	0	0	0	0	0	0
nfasca_1	4110	82	843	419	50	27	466	135	42	56
LOC110438927	1671	0	3	0	0	0	3	1	0	0
cntn2_1	2780	0	0	0	0	0	0	0	0	0
plekhg5a_1	2147	0	0	0	0	0	0	0	0	0
syt6b_1	2657	3	42	12	2	0	1	9	0	5
olfml3b_1	1529	20	137	113	5	9	55	44	14	31
gpr25_1	1134	5	3	0	3	0	1	0	0	0
zgc:153953_1	2383	9	6	9	2	0	1	2	0	0
rnpep_1	1950	0	0	0	0	0	0	0	0	0
cyb5r1_1	1690	0	0	0	0	0	0	0	0	0
adipor1a_1	2006	0	0	0	0	0	0	0	0	0
adipor1a_2	513	0	0	0	0	0	0	0	0	0
rabif_1	1328	0	0	0	0	0	0	0	0	0
kdm5ba_1	5677	92	1496	634	48	51	409	199	54	68
ipo9_1	3752	34	233	104	24	12	145	55	17	35
shisa4_1	1698	69	463	229	14	16	212	71	24	40
lmod1b_1	2596	34	115	65	24	4	69	25	4	12
timm17a_1	1303	38	237	153	30	12	260	90	14	49
sulf2a_1	3652	22	153	80	11	11	62	20	6	8
zgc:92107_1	4474	0	9	8	0	0	6	1	0	0
phf20a_1	4372	0	0	0	0	0	0	0	0	0
mafbb_1	1612	0	0	0	0	0	0	0	0	0
si:dkeyp-97e7.9_1	1491	0	0	0	0	0	0	0	0	0
adnpa_1	3658	0	0	0	0	0	0	0	0	0
gata1a_1	1661	0	0	0	0	0	0	0	0	0
si:dkey-13a21.4_1	1122	0	0	0	2	0	2	3	0	0
hcfc1a_1	6952	61	786	517	47	22	378	205	48	77
opn1sw2_1	1394	10	36	20	5	3	38	10	1	8
mir726_1	87	0	0	2	0	0	0	0	0	2
opn1lw1_1	1710	0	6	4	4	0	7	0	1	0
opn1lw2_1	1572	367	1400	1138	79	11	304	131	37	96
gnl3l_1	1932	27	257	88	15	7	207	63	15	40
tfe3b_1	1356	35	262	123	4	4	133	45	12	28
si:dkey-245f22.3_1	660	3	8	4	2	0	0	2	0	1
cxxc1b_1	1986	6	264	99	15	13	117	37	15	25
mbd1b_1	2150	25	146	99	48	5	164	36	19	44
ccdc120_1	6239	13	434	201	14	14	174	73	20	30
comtb_1	2136	6	54	19	1	4	46	6	1	21
grm6b_1	3834	0	33	24	0	0	12	6	0	1
otud5b_1	2128	0	0	0	0	0	0	0	0	0
mon1bb_1	3629	0	0	0	0	0	0	0	0	0
brpf3a_1	5838	0	0	0	0	0	0	0	0	0
si:dkey-183j2.10_1	2109	0	0	0	0	0	0	0	0	0
plch2b_1	6260	0	0	0	0	0	0	0	0	0
skib_1	2086	0	0	0	0	0	0	0	0	0
si:dkey-202e22.2_1	2851	0	0	0	0	0	0	0	0	0
chchd4a_1	988	0	13	15	2	0	21	13	1	3
LOC110438929	199	0	0	0	0	0	0	0	0	0
slc38a3a_1	1360	63	170	108	18	4	101	32	6	29
gnai2a_1	687	53	421	210	28	15	166	60	25	51
mon1a_1	4086	0	0	0	0	0	0	0	0	0
LOC101884091_1	1455	0	0	0	0	0	0	0	0	0
mst1rb_1	5001	0	0	0	1	0	0	0	0	0
camkvb_1	1691	19	136	103	15	2	74	32	7	16
sema3fb_1	5788	61	323	231	36	12	157	89	20	50
gpx1a_1	990	0	0	0	0	0	0	0	0	0
LOC100000155_1	2007	0	5	10	4	2	8	6	1	7
grm2b_1	2664	7	316	117	7	7	55	49	9	28
rrp9_1	1761	21	104	37	3	6	65	15	3	19
si:ch211-213o11.11_1	1882	11	41	10	4	3	12	5	2	3
zgc:172270_1	1181	0	0	0	0	0	0	0	0	0
nfya_1	1838	20	121	75	12	14	66	13	4	8
sort1a_1	3270	21	104	69	5	3	65	14	8	20
psma5_1	1071	0	0	0	0	0	0	0	0	0
sypl2a_1	4664	0	0	0	0	0	0	0	0	0
atxn7l2a_1	2212	0	0	0	0	0	0	0	0	0
cyb561d1_1	1389	0	0	0	0	0	0	0	0	0
zbtb40_1	1595	0	0	0	0	0	0	0	0	0
sox13_1	5162	0	0	0	0	0	1	2	0	0
etnk2_1	1541	7	60	20	5	6	16	7	5	6
si:ch211-112f3.4_1	3456	16	130	52	8	3	50	24	7	17
slc41a1_1	4459	89	483	170	39	25	377	127	40	82
klhdc8a_1	1870	5	170	63	14	5	38	15	5	14
LOC110438931	1426	3	13	15	3	0	12	0	3	9
LOC101882875_1	2344	1	2	3	1	0	0	1	0	0
mir135c-1_1	80	0	0	0	0	0	0	0	0	0
mrps16_1	1086	0	0	0	0	0	0	0	0	0
pax7a_1	2674	36	359	174	23	9	77	37	7	12
LOC101885302	10384	0	2	8	1	0	5	3	1	0
zgc:163073_1	1484	4	18	9	0	2	34	12	5	15
ghrhr2_1	1252	0	3	0	0	0	2	0	0	0
scn4aa_1	5490	6	7	6	7	0	7	2	2	2
cd79b_1	1135	0	4	0	0	0	0	0	1	0
ifnphi4_1	553	0	0	0	0	0	2	0	0	0
plekhm1_1	6009	42	206	20	4	6	136	24	16	16
LOC110438932	980	0	0	0	0	0	0	0	0	0
prkg1b_1	2184	0	0	0	0	0	0	0	0	0
dkk1b_1	841	0	0	0	0	0	0	0	0	0
pcdh15b_1	3575	0	31	57	0	1	13	10	0	0
pth1rb_1	678	0	0	0	0	0	0	0	0	0
taco1_1	1334	0	0	0	0	0	0	0	0	0
kcnh6b_1	3639	0	0	0	0	0	0	0	0	0
erbb2_1	3956	0	0	0	0	0	0	0	0	0
pgap3_1	1466	21	132	88	6	1	50	13	3	15
si:ch211-207i20.2_1	1800	5	41	18	3	2	5	6	3	2
dnajc9_1	1152	12	100	76	12	4	51	16	5	9
si:ch211-207i20.3_1	1853	4	42	51	10	0	21	4	1	15
nudt13_1	843	0	0	0	0	0	0	0	0	0
p4ha1a_1	1569	0	0	0	0	0	0	0	0	0
arg1_1	1041	0	0	0	0	0	0	0	0	0
heatr1_1	5552	0	0	0	0	0	0	0	0	0
prdm9_1	2897	0	0	0	0	0	0	0	0	0
LOC108191783_1	1310	0	0	0	0	0	0	0	0	0
rundc3ab_1	2542	0	0	0	0	0	0	0	0	0
fam117ab_1	2152	0	0	0	0	0	0	0	0	0
ndufa4_1	1082	0	0	0	0	0	0	0	0	0
ngfrb_1	1523	0	0	0	0	0	0	0	0	0
slc4a1b_1	1483	0	0	0	0	0	0	0	0	0
plekha1b_1	1373	3	39	34	0	2	12	6	1	2
btbd16_1	1894	0	0	1	2	0	4	1	0	2
waplb_1	5491	0	60	45	0	0	35	9	3	1
atoh1c_1	1148	0	0	0	0	0	0	0	0	0
usp42_1	4545	18	182	130	14	0	103	48	18	50
eif2ak1_1	3326	14	108	61	8	1	71	13	6	9
pms2_1	2972	0	2	14	8	0	6	2	4	4
rsph10b_1	2454	0	14	4	2	0	1	5	2	2
dlgap5_1	3082	6	45	82	6	0	29	8	3	8
ccz1_1	2011	3	14	7	4	2	21	5	2	13
pvalb9_1	598	0	0	0	0	0	0	0	0	0
pvalb3_1	687	0	0	0	0	0	0	0	0	0
mir2192_1	110	0	0	0	0	0	0	0	0	0
pvalb2_1	711	7	44	14	7	6	9	7	3	0
trrap_1	4895	0	0	0	0	0	0	0	0	0
fam20cb_1	2894	52	180	93	17	3	94	48	3	16
si:dkey-7e14.3_1	1039	7	11	6	3	0	0	7	1	0
tom1l2_2	7225	51	509	273	34	8	198	79	24	75
atpaf2_1	1402	18	14	44	8	3	37	14	0	12
LOC108180751	2286	6	0	4	0	0	4	0	1	1
noxo1b_1	2169	0	26	9	7	0	8	7	1	4
rnf151_1	1821	0	44	15	4	3	9	4	2	2
tex2l_1	4165	10	135	73	13	3	37	8	4	8
LOC110438936	493	0	0	2	4	0	1	1	1	0
neurl2_1	2159	12	21	15	2	0	20	2	7	1
msrb1b_1	967	6	45	24	9	2	25	8	2	10
meiob_1	2417	8	6	4	2	0	2	0	1	0
mlst8_1	2563	37	106	90	23	0	67	22	5	17
bricd5_1	761	6	3	8	0	0	6	3	0	4
pgp_1	1700	8	2	3	2	0	8	8	4	12
zdhhc4_1	1187	0	16	17	3	0	11	10	4	8
grid2ipb_1	3030	11	84	52	4	3	37	10	2	19
rgs9b_1	2608	43	313	146	19	15	107	50	8	25
mkl1b_1	4536	73	1106	588	28	54	379	219	45	98
LOC108191711	2120	39	121	56	12	1	52	22	13	30
shisa8b_1	1924	0	18	7	2	3	14	8	0	2
desi1b_1	1358	0	0	0	0	0	0	0	0	0
xrcc6_1	2222	0	0	0	0	0	0	0	0	0
josd1_1	1692	0	0	0	0	0	0	0	0	0
cbx7b_1	1298	0	0	0	0	0	0	0	0	0
ep300a_1	8006	0	1	0	0	0	0	0	0	0
snx29_1	1739	0	0	2	0	4	4	0	0	0
shisa9a_1	1805	0	0	0	0	0	0	0	0	0
cpped1_1	1295	0	0	0	0	0	0	0	0	0
rhbdf1b_1	3604	0	0	4	0	0	4	1	0	0
LOC110438937	329	0	0	0	0	0	0	0	0	0
hbz_1	743	0	0	0	0	0	2	0	0	0
hbbe3_1	469	0	0	0	0	0	5	0	0	1
LOC101884456_1	1361	0	0	0	0	0	0	0	0	0
hbbe2_1	532	9	4	13	0	9	88	2	3	3
hbae5_1	578	0	0	0	0	0	0	0	0	0
aqp8a.2_1	1154	0	1	0	0	0	5	0	1	0
aqp8a.1_1	1029	1	3	4	0	0	11	7	2	4
lcmt1_1	2529	0	0	4	0	0	8	7	1	0
arhgap17a_1	1241	1	0	1	0	0	0	0	0	0
ca10a_1	255	0	0	0	0	0	0	0	0	0
LOC110438938	808	1	2	0	0	4	27	1	1	4
ormdl3_1	1466	0	3	1	0	0	0	3	2	0
wnt3_1	1486	2	4	0	1	0	8	3	0	2
nsfb_1	2375	0	2	0	0	0	1	1	1	1
si:dkey-38p12.3_1	4797	8	4	14	0	3	27	20	5	7
hdlbpb_1	4636	0	0	0	0	0	0	0	0	0
neurl4_1	7690	0	0	0	0	0	0	0	0	0
shbg_1	1578	0	0	0	0	0	0	0	0	0
capgb_1	1335	0	0	0	0	0	0	0	0	0
si:dkey-219e21.2_1	1947	0	0	0	0	0	0	0	0	0
mfsd8_1	2846	0	0	0	0	0	0	1	0	0
zcchc4_1	1887	0	0	0	0	0	0	0	0	0
si:dkey-219e21.4_1	3149	0	0	0	0	0	0	0	0	0
LOC103911920_1	1012	0	0	0	0	0	0	0	0	0
cdca9_1	924	0	0	0	0	0	0	0	0	0
ablim2_1	5449	6	5	86	2	5	99	39	13	10
afap1_1	5988	0	0	4	0	0	7	0	0	0
LOC110438939	656	3	8	5	2	0	4	1	1	0
rab18a_1	2269	0	0	0	0	0	0	0	0	0
mkxa_1	2944	3	0	0	0	0	9	3	3	0
armc4_1	3282	0	0	0	0	0	5	0	0	0
LOC110438940	1737	0	0	0	0	0	0	0	0	0
mpp7a_1	2616	0	0	0	0	0	0	0	0	0
map3k8_1	2937	0	0	0	0	0	0	0	0	0
mtpap_1	4052	0	0	0	0	0	0	2	0	0
jcada_1	6816	5	1	32	0	1	55	22	7	5
svila_1	6406	0	0	1	0	0	1	0	0	0
LOC110438941	792	0	0	0	0	0	0	0	0	0
psme4b_1	1766	0	0	0	0	0	0	0	0	0
nrxn1a_1	6360	4	19	29	1	0	51	13	8	0
fshr_1	2533	4	16	2	5	2	11	0	1	6
LOC108191718	1906	111	223	95	107	37	354	91	16	157
foxn2b_1	3182	75	674	293	49	23	239	148	47	59
fbxo11b_1	4625	109	899	476	49	35	338	155	48	127
msh2_1	3052	0	0	0	0	0	0	0	0	0
rhoq_1	472	0	0	0	0	0	0	0	0	0
cox7a3_1	662	0	0	0	0	0	0	0	0	0
kcng3_1	3011	0	0	0	0	0	0	0	0	0
mta3_1	1864	0	0	0	0	0	0	1	0	0
hcar1-4_1	3085	0	0	0	0	0	0	0	0	0
trnai-uau_123	74	0	0	0	0	0	0	0	0	0
zfp36l2_1	2617	3	13	4	0	0	17	13	1	2
LOC103911924_1	786	0	0	0	0	0	0	0	0	0
ppm1bb_1	3524	0	7	5	0	0	57	3	1	5
si:dkey-57h18.2_1	1472	0	4	0	0	0	0	0	0	0
slc16a5a_1	2497	0	0	0	0	0	0	0	0	0
kctd2_1	1267	16	121	51	6	8	20	30	8	10
hexdc_1	1888	7	112	27	5	3	28	19	4	10
arhgap12b_1	4193	69	670	307	26	30	180	88	21	59
zeb1b_1	5215	0	0	0	0	0	0	0	1	0
ttll6_1	2409	0	0	0	0	0	0	0	0	0
hoxb8b_1	1037	0	0	0	0	0	0	0	0	0
LOC108191720_1	912	0	0	0	0	0	0	0	0	0
hoxb6b_1	987	0	0	0	0	0	0	0	0	0
hoxb5b_1	1626	0	0	0	0	0	0	0	0	0
mir10a_1	99	0	0	0	0	0	0	0	0	0
hoxb1b_1	1606	0	0	0	0	0	0	0	0	0
LOC100535964_1	752	0	0	0	0	0	0	0	0	0
skap1_1	2908	0	0	0	0	0	0	0	0	0
psme3_1	1589	0	0	0	0	0	0	0	0	0
nbr1a_1	4138	0	0	0	0	0	0	1	1	0
tmem106a_1	1476	0	0	0	0	0	1	0	0	0
arl4d_1	1606	23	98	57	4	3	49	18	5	6
dusp3a_1	4263	52	175	71	18	5	102	48	18	31
sost_1	2247	9	77	28	0	0	51	14	3	8
meox1_1	2250	0	23	20	2	0	13	12	4	7
etv4_1	1825	0	0	0	0	0	0	0	0	0
dhx8_1	4452	0	0	1	0	0	0	0	0	0
spata20_1	2466	0	0	0	0	0	0	3	0	0
pdk2a_1	3722	42	231	142	43	13	261	62	19	59
tbkbp1_1	4298	39	398	150	30	30	181	56	13	43
tbx21_1	2280	0	0	0	0	0	0	0	0	0
osbpl7_1	3621	0	0	0	0	0	0	0	0	0
mrpl10_1	832	0	0	0	0	0	0	0	0	0
pnpo_1	2154	0	0	0	0	0	0	0	0	0
prr15lb_1	1244	0	0	0	0	0	0	0	0	0
cdk5rap3_1	1686	0	2	0	0	0	0	0	0	0
si:ch211-194k22.8_1	1820	0	0	0	0	0	0	0	0	0
nfe2l1b_1	2394	0	0	0	0	0	0	0	0	0
cbx1b_1	1095	0	0	0	0	0	0	0	0	0
rnf40_1	1263	0	0	0	0	0	0	0	0	0
LOC110438942_1	4746	0	0	0	0	0	0	0	0	0
znf646_1	6686	0	0	0	0	0	0	0	0	0
znf668_1	2372	0	0	0	0	0	0	0	0	0
si:rp71-1c10.10_1	2632	0	0	0	0	0	0	0	0	0
zgc:171713_1	1102	0	0	0	0	0	0	0	0	0
si:rp71-1c10.8_1	624	0	0	0	0	0	0	0	0	0
valopb_1	1298	0	0	0	0	0	0	0	0	0
gabrz_1	2525	21	94	35	1	0	3	26	3	8
adgra1a_1	3284	0	0	0	0	0	0	0	0	0
si:ch211-214e3.5_1	7183	0	0	0	0	0	0	0	0	0
mxtx2_1	1322	0	0	0	0	0	0	0	0	0
bms1_1	5298	0	0	0	0	0	0	0	0	0
sh2d4bb_1	1957	0	0	0	0	0	0	0	0	0
LOC108191725_1	869	0	0	0	0	0	0	0	0	0
nrg3b_1	2111	15	161	86	13	0	57	39	7	13
gfra1b_1	458	0	0	0	0	0	0	0	0	0
ablim1b_1	1311	0	0	4	0	0	0	0	0	0
afap1l2_1	3121	52	236	137	25	5	159	64	17	34
LOC108191726_1	380	0	0	0	0	0	0	0	0	0
LOC101882758_1	1677	0	0	0	0	0	0	0	0	0
vwa2_1	6371	76	130	104	37	6	126	67	6	51
tdrd1_1	4165	19	6	7	12	0	29	2	0	3
si:ch211-225b10.3_1	1529	0	13	5	2	2	5	4	0	6
ccdc186_1	4917	44	409	230	27	1	246	91	27	52
adrb1_1	1221	0	7	6	2	0	2	1	2	0
nhlrc2_1	5029	0	0	0	0	0	0	0	0	0
dclre1a_1	724	0	0	0	0	0	0	0	0	0
tcf7l2_1	699	19	236	153	5	8	107	21	10	20
vti1a_1	3147	4	25	27	5	2	43	11	1	4
si:dkey-49c17.3_1	5589	0	0	0	0	0	0	0	0	0
lrrc59_1	1336	0	0	0	0	0	0	0	0	0
nat9_1	1471	4	2	2	4	0	5	1	0	0
grin2cb_1	6425	17	190	89	10	2	25	21	8	9
mir2196_1	110	0	0	0	0	0	0	0	0	0
rab40b_1	2047	0	4	0	0	0	0	0	0	0
cox11_1	1275	0	0	0	0	0	0	1	0	0
stxbp4_1	2110	0	0	0	0	0	0	0	0	0
si:ch211-277e21.2_1	4341	27	60	39	5	4	39	23	5	18
nog3_1	672	0	37	35	0	0	5	16	1	15
enpp7.1_1	1775	13	160	90	19	6	141	32	6	18
enpp7.2_1	1706	1	0	2	0	0	8	0	0	8
fasn_1	4525	0	0	0	0	0	5	0	0	0
zgc:91940_1	1522	0	0	0	0	0	0	0	0	0
narf_1	2010	0	0	0	0	0	0	0	0	0
slc9a3r1a_1	2034	62	307	194	24	16	151	75	26	34
mbtd1_1	5195	70	493	338	49	26	260	78	31	69
tdrkh_1	2386	32	84	60	2	1	70	23	6	10
tmem94_1	5114	66	805	423	41	37	334	148	38	89
myo15b_1	6203	68	579	458	53	23	373	102	34	84
LOC110438943_1	3197	5	0	0	0	0	0	0	0	0
llgl2_1	2440	0	0	0	0	0	0	0	0	0
mfsd13a_1	2438	0	0	0	0	0	0	0	0	0
trim8b_1	4040	1	37	14	1	1	28	12	6	18
arl3_1	2323	4	64	23	3	3	25	14	1	16
sfxn2_1	1971	13	67	31	3	17	27	18	9	12
timp2a_1	3082	67	882	300	39	37	295	132	43	110
cyth1b_1	350	0	24	6	0	0	7	0	1	0
baiap2b_1	3501	0	0	0	0	0	0	0	0	0
aatkb_1	7268	0	0	0	0	0	0	0	0	0
mir338-1_1	85	0	0	0	0	0	0	0	0	0
st6galnac_1	2579	16	142	89	15	6	42	27	11	22
cep131_1	4211	44	236	168	14	8	123	69	10	43
rnf213b_1	15896	14	27	15	12	1	38	21	4	44
dnai2a_1	1334	0	0	0	0	0	0	0	0	0
kcnj2a_1	5034	0	0	0	0	0	0	1	0	0
kcnj16_1	1955	2	22	13	0	3	5	12	4	16
LOC110438944_1	1813	0	0	0	0	0	0	0	2	0
si:ch211-250n8.1_1	1849	0	0	0	0	0	0	0	0	0
unk_1	895	0	0	0	0	0	0	0	0	0
LOC100537721_1	1543	0	2	1	1	1	12	0	0	3
cox10_1	2240	0	6	3	0	0	1	1	2	0
hs3st3b1b_1	1191	0	0	0	0	0	0	0	0	0
slit1a_1	316	0	0	0	0	0	0	0	0	0
tp53bp2a_1	4853	52	867	350	42	31	270	98	27	79
LOC101886535_1	2276	16	119	45	12	3	44	13	2	12
cutc_1	1154	0	59	10	1	0	44	6	0	5
abcc2_1	4901	135	1086	611	95	43	592	243	48	128
cox15_1	1584	7	93	32	5	5	33	14	2	4
nrxn1b_1	9808	21	245	90	4	4	54	33	13	22
polh_1	2670	0	0	0	0	0	0	0	0	0
rn7sk_1	322	0	7	0	0	1	4	2	2	0
gsta.1_1	944	0	0	0	0	0	0	0	0	0
zgc:163080_1	521	0	0	0	0	0	0	0	0	0
gtpbp2a_1	4054	1	9	1	0	0	0	0	0	0
pkdcca_1	1693	13	238	151	3	13	102	45	12	29
prph2b_1	2348	164	961	516	53	37	429	143	33	72
ubr2_1	4087	26	451	181	21	11	207	96	30	43
si:dkey-78p8.1_1	5298	0	0	0	0	0	0	0	0	0
meis1b_1	912	28	246	127	5	11	97	71	9	22
col13a1_1	5455	36	461	216	24	8	170	89	25	35
LOC110438946	1291	0	5	10	0	0	0	2	0	0
LOC110438945	661	15	3	10	0	0	0	1	2	0
LOC556339_1	2804	3	60	36	7	2	21	4	4	19
LOC100535981_1	2943	0	0	1	0	0	0	0	0	0
hells_1	3171	0	0	0	0	0	0	0	0	0
si:ch211-250c4.5_1	2472	0	0	0	0	0	0	0	0	0
atl2_1	2604	0	0	0	0	0	0	0	0	0
galm_1	1392	0	0	0	0	0	0	0	0	0
dhx57_1	2196	0	0	0	0	0	0	0	0	0
dhx57_2	2981	0	0	0	0	0	0	0	0	0
epas1b_1	3189	0	0	0	0	0	0	0	0	0
prkceb_1	4163	74	284	129	22	15	100	59	12	21
LOC110438947	156	3	11	3	2	0	6	2	0	2
socs5b_1	1674	27	227	76	8	5	89	30	10	14
prop1_1	852	0	0	0	0	0	0	0	0	0
mcfd2_1	1112	0	0	0	0	0	0	0	0	0
ttc7a_1	4391	0	0	0	0	0	0	0	0	0
si:ch211-93n23.7_1	316	0	0	0	0	0	0	0	0	0
hcar1-3_1	2831	0	0	0	0	0	0	0	0	0
pimr154_1	1752	0	0	0	0	0	0	0	0	0
LOC101883763_1	828	0	0	0	0	0	0	0	0	0
si:dkey-112g5.3_1	2362	0	0	0	0	0	0	0	0	0
LOC110438948_1	1401	0	0	0	0	0	0	0	0	0
LOC110438964_1	1787	0	0	0	0	0	0	0	0	0
LOC110438960_1	692	0	0	0	0	0	0	0	0	0
pimr151_1	1549	0	0	0	0	0	0	0	0	0
si:dkey-112g5.13_1	1168	0	0	0	0	0	0	0	0	0
LOC110438963_1	1863	0	0	0	0	0	0	0	0	0
si:busm1-sl7.7_1	2353	0	0	0	0	0	0	0	0	0
LOC108192014_1	1625	0	0	0	0	0	0	0	0	0
LOC110438961_1	710	0	0	0	0	0	0	0	0	0
LOC110438962	1633	0	0	0	0	0	0	0	0	0
LOC110438949	1553	0	0	0	0	0	0	0	0	0
LOC110438950	1364	0	0	0	0	0	0	1	0	3
LOC100149041	1649	0	0	0	0	0	0	0	0	0
LOC110438956	1191	0	0	0	0	0	0	0	1	1
LOC110438959	1730	0	0	0	0	0	0	0	0	0
LOC110438955	948	4	0	1	0	0	0	0	0	4
LOC110438958	1666	0	0	0	0	0	0	0	0	0
LOC110438951	1523	0	0	0	0	0	0	0	0	0
zgc:173425	1198	0	0	0	0	0	0	0	0	0
LOC110438954	1333	0	0	0	0	0	0	0	0	0
LOC110437868	1136	0	0	0	0	0	0	0	0	0
LOC110438957_1	1537	0	0	0	0	0	0	0	0	0
si:dkey-112g5.16_1	1212	0	0	0	0	0	0	0	0	0
LOC110438952_1	174	0	0	0	0	0	0	0	0	0
si:dkey-33c12.15_1	751	0	0	0	0	0	0	0	0	0
si:dkey-33c12.10_1	777	0	0	0	0	0	0	0	0	0
pimr156_1	1660	0	0	0	0	0	0	0	0	0
si:dkey-33c12.11_1	913	0	0	0	0	0	0	0	0	0
pimr158_1	1660	0	0	0	0	0	0	0	0	0
si:dkey-33c12.12_1	1141	0	0	0	0	0	0	0	0	0
pimr159_1	1481	0	0	0	0	0	0	0	0	0
LOC110437735_1	1328	0	0	0	0	0	0	0	0	0
pimr157_1	1788	0	0	0	0	0	0	0	0	0
LOC797799_1	1443	0	0	0	0	0	0	0	0	0
si:dkey-33c12.5_1	1049	0	0	0	0	0	0	0	0	0
LOC100149563_1	1157	0	0	0	0	0	0	0	0	0
mrps26_1	1227	0	0	0	0	0	0	0	0	0
si:dkey-33c12.3_1	2930	0	0	0	0	0	0	0	0	0
LOC101884142_1	1218	0	0	0	0	0	0	0	0	0
LOC108191960_1	1414	0	0	0	0	0	0	0	0	0
si:dkey-33c12.4_1	1896	0	0	0	0	0	0	0	0	0
LOC110438953	3511	0	0	0	0	0	0	0	0	0
alms1_1	3283	0	0	0	0	0	0	0	0	0
si:ch211-243o19.4_1	1650	0	0	0	0	0	0	0	0	0
zgc:123321_1	878	0	0	0	0	0	0	0	0	0
grxcr1_1	4182	0	0	0	0	0	0	0	0	0
LOC562245_1	1464	5	9	14	0	1	4	7	1	3
LOC798566_1	1399	0	0	0	0	0	0	0	0	0
LOC799006_1	946	0	0	0	0	0	0	1	0	0
si:dkey-265c15.9_1	1577	0	0	0	0	0	0	0	0	0
LOC110437853	1346	0	0	0	0	1	0	0	0	0
LOC110437862	785	0	5	2	0	0	0	0	0	0
si:dkey-265c15.7	1728	0	0	0	0	0	0	0	0	0
LOC110438965	1364	3	0	0	0	0	0	0	0	1
LOC110438966	710	0	0	0	0	0	0	0	0	0
LOC110438967	234	0	0	0	0	0	0	0	0	0
LOC110438969	446	0	0	0	0	0	0	0	0	0
LOC110438968	291	0	0	0	0	0	0	0	0	0
si:dkey-19p15.4_1	1253	0	0	0	0	0	0	0	0	0
pimr152_1	1928	0	0	0	0	0	0	0	0	0
zgc:174193_1	1125	0	0	0	0	0	0	0	0	0
LOC797340_1	2671	0	0	0	0	0	0	0	0	0
pomk_1	1580	0	1	0	0	0	0	0	0	0
wdr32_1	2348	0	0	0	0	0	0	0	0	0
cpxm1a_1	2409	0	0	0	0	0	0	0	0	0
slf2_1	3099	0	0	0	0	0	0	0	0	0
slf2_2	1618	0	0	0	0	0	0	0	0	0
