Geneid	length	WT_Pmm2_6_5	WT_Pmm2_6_3	WT_Pmm2_6_1	WT_Pmm2_6_4	Mutant_Pmm2_6_3	Mutant_Pmm2_6_2	Mutant_Pmm2_6_5	Mutant_Pmm2_6_1
oaz1b	2109	2903	2941	1276	3329	1499	1562	599	1773
txnl1	1665	2302	2150	390	2289	2014	1121	1336	2708
nars	2467	3046	2374	739	2674	1649	2689	674	2010
wu:fj81e10	2416	602	609	396	1010	441	288	165	536
LOC103909385	873	11	19	32	31	18	18	20	13
LOC101883704	4580	355	389	135	508	263	189	122	403
mlana	1168	359	294	103	382	234	199	73	308
LOC101883443	955	0	0	0	0	0	0	0	0
LOC100535170	542	0	0	0	0	0	0	0	0
LOC101883584	524	0	0	0	0	0	0	0	0
ermp1	1338	120	102	107	247	61	48	25	56
tcf4	2322	816	751	245	809	351	243	96	450
LOC101883970	540	339	253	88	297	106	80	24	140
LOC110438215	1797	500	598	197	696	272	257	77	376
LOC101884022	1077	635	781	299	893	383	323	78	548
rab27b	1204	417	439	175	517	206	157	91	221
wdr91	2567	428	408	198	451	261	104	79	236
vmo1b	1236	203	313	205	289	93	89	56	191
zgc:152948	2461	89	70	30	61	53	32	24	57
fech	3691	242	343	183	466	217	130	65	219
onecut2	4581	762	701	239	1232	229	240	88	368
LOC103909387	219	4	0	0	2	0	0	0	0
st8sia3	1811	152	171	113	270	130	74	31	190
LOC101884074	1092	82	111	70	194	46	42	4	79
wdr7	3184	1165	1332	492	1710	612	456	184	686
add1	3390	2009	2106	949	2896	950	674	320	1176
LOC108180802	3086	293	384	124	409	376	292	203	365
si:rp71-1h20.3	1065	14	21	13	17	32	9	20	16
LOC572670	2081	60	36	44	69	33	34	33	35
si:rp71-1h20.5	1600	118	80	24	94	62	29	8	62
LOC100151145	1547	83	53	28	87	66	40	20	33
im:7160358	2598	128	118	38	185	119	40	19	114
LOC103908612	1913	213	87	68	175	104	83	54	169
gb:ai877918	2280	121	104	64	169	136	41	28	105
LOC101883936	1477	151	112	63	146	67	51	14	78
zgc:163077	1962	119	41	33	73	31	19	11	58
zgc:171220	5003	133	149	43	115	77	43	33	120
LOC108180795	1909	47	26	29	54	25	19	19	45
zgc:162971	1471	64	64	51	133	58	28	36	82
LOC110437787	1640	163	110	53	153	63	57	22	72
zgc:113343	2091	116	188	66	200	112	56	32	98
si:dkey-50i6.6	2666	142	107	70	179	87	90	51	126
LOC103909394	1627	116	72	66	112	82	35	53	70
si:ch73-299h12.2	4085	127	153	106	147	150	65	45	99
si:ch73-299h12.4	1550	104	90	36	94	72	45	12	35
si:ch73-299h12.6	1022	114	47	17	65	33	18	15	54
si:ch211-241b2.1	1546	18	47	33	70	42	31	12	55
zgc:66483	1349	0	11	4	16	11	4	3	0
zgc:113348	1389	191	129	93	197	143	61	29	164
zgc:193790	1064	50	34	24	38	30	42	1	14
si:ch73-299h12.8	1007	3	9	6	18	25	13	2	11
LOC110438216	5068	8	25	8	16	1	2	1	10
si:ch73-299h12.9	1687	21	23	19	44	22	23	12	13
LOC110437819	2250	32	31	8	22	51	16	5	19
si:ch211-241b2.4	1104	34	8	9	10	6	8	1	6
si:ch211-241b2.5	2634	18	40	8	63	46	21	27	35
LOC103909401	765	83	38	11	65	64	51	28	40
LOC101883468	1702	8	0	3	7	28	0	5	0
LOC110438217	181	0	0	0	0	0	0	3	2
LOC101884484	2502	9	1	3	7	33	3	8	3
hmgcrb	3410	403	559	279	686	234	217	82	360
col4a3bpb	3671	1528	1663	656	1798	933	712	365	1087
LOC103909406	919	201	220	115	214	94	92	51	111
LOC100332173	826	275	263	85	363	127	69	43	138
sema4d	2252	349	351	147	380	168	86	85	153
LOC101885243	2539	8	11	0	15	3	3	0	5
LOC110438218	4243	81	127	25	130	106	30	28	84
LOC100331532	106	2	6	1	15	4	8	0	0
znf971	1665	90	69	54	82	37	57	39	85
zgc:194215	1907	33	28	6	27	8	21	5	18
LOC110437744	2373	34	41	24	91	28	10	19	30
LOC100150791	1726	0	1	2	3	0	0	0	0
LOC110438219	910	73	33	20	52	48	10	13	49
zgc:86839	1022	23	11	0	24	13	25	2	25
si:ch211-248k15.5	614	0	0	0	0	0	0	0	0
shc3	5259	527	727	302	870	401	257	121	465
LOC100332187	1790	48	67	40	91	29	16	20	60
hnrnpabb	1648	1594	1643	762	2358	688	811	271	983
zbtb7c	6441	185	135	34	153	155	70	20	45
ctif	2599	1160	1114	323	1236	325	510	215	591
smad7	1580	306	325	157	450	140	89	43	176
dym	2147	201	264	118	369	194	167	53	189
atp8b1	4696	680	853	428	969	628	470	202	557
LOC103909407	599	0	28	8	15	31	1	5	15
scamp1	2265	650	518	156	635	263	233	83	334
tor1	2236	200	200	116	296	192	129	77	229
nsa2	1181	586	551	280	834	430	280	196	507
spout1	1357	220	146	52	220	98	89	33	176
st6galnac6	1729	254	243	78	301	191	99	49	167
st6galnac4	1221	90	149	55	122	31	43	19	108
fam73b	2233	292	427	239	508	244	146	104	277
dolpp1	1341	648	421	173	497	284	339	90	367
setx	8609	655	736	406	1038	477	332	180	656
ntng2b	6247	500	540	195	665	213	159	86	334
rapgef1b	8497	1145	1289	483	1635	657	462	221	907
uck1	1053	147	150	73	200	146	90	55	136
dnlz	1319	53	46	31	55	32	53	15	25
lrrc8aa	2996	350	438	222	498	244	212	101	296
LOC103909414	2638	0	5	0	0	20	0	0	0
si:dkey-84o3.2	1596	15	0	0	3	14	0	0	6
pimr163	1587	0	0	0	1	0	0	0	0
LOC100149285	530	0	0	0	0	0	0	0	0
pimr160	347	0	0	0	0	0	0	0	0
LOC100331049	1342	0	0	0	1	0	1	0	0
LOC110438220	1585	0	0	0	0	0	0	0	0
si:dkey-84o3.7	907	0	0	0	0	3	0	0	0
pimr161	643	0	0	0	0	2	0	0	0
LOC100331451	1220	0	0	0	4	5	0	0	0
LOC110438238	609	0	0	0	3	0	0	0	0
LOC110438221	877	0	0	0	0	0	0	0	0
LOC100535800	1101	0	0	0	0	5	0	0	0
LOC108179121	682	0	0	0	0	0	0	0	0
LOC100534990	1794	0	0	1	0	0	0	0	0
LOC799834	1428	0	1	0	0	0	0	0	0
LOC799072	1708	0	0	0	0	0	0	0	0
LOC559585	1261	0	4	0	0	0	0	0	0
pimr166	1644	0	0	0	0	0	1	0	0
phyhd1	1450	327	423	174	571	239	187	81	280
dolk	1824	186	212	84	271	107	72	29	107
nup188	5522	992	993	628	1294	485	375	194	760
zgc:55582	10366	2605	2945	942	3999	1236	1134	582	2131
si:dkey-102g19.3	718	2	36	16	37	19	16	9	17
camsap1a	5892	843	749	401	1031	504	267	134	544
notch1a	7474	998	1160	564	1525	483	317	128	730
kcnt1	3927	218	280	135	392	129	111	37	241
si:ch73-29c22.1	1188	59	56	47	71	95	34	19	43
LOC101883349	1113	0	5	9	14	38	7	1	16
rnf165a	5037	1007	780	228	947	371	299	121	423
zgc:77838	10172	521	662	216	745	422	364	104	438
haus1	1019	19	23	11	12	19	5	5	18
atp5a1	1851	10375	9735	6215	13888	3813	4054	1108	6186
thbs4b	3387	2262	2368	1117	3105	1189	1082	567	1934
zgc:122979	1614	244	1599	96	1861	127	159	15	118
si:dkey-121h17.7	1534	57	65	25	84	44	34	12	34
rpl37	344	3966	5145	2035	4951	2235	2803	1159	4083
st8sia5	3972	1319	1320	457	1308	671	495	268	801
LOC110437707	2067	46	62	39	69	92	6	18	61
LOC110438239	999	41	17	8	22	15	7	7	10
loxhd1a	4084	94	70	33	97	91	39	7	63
psmd5	1776	158	122	58	161	114	88	33	63
si:ch211-134a4.1	1336	278	245	77	283	219	174	42	158
si:ch211-134a4.2	306	0	0	2	0	0	0	0	3
LOC110438211	451	0	0	0	3	4	0	0	0
si:ch211-134a4.3	716	0	0	0	0	6	0	4	0
si:ch211-134a4.4	1194	3	8	4	3	8	7	8	5
si:ch211-134a4.5	1212	30	4	5	7	2	1	0	0
stbd1	2421	168	208	153	356	169	110	42	159
shroom3	4609	690	647	203	798	347	239	165	423
ccni	2272	5925	6008	2067	6998	2720	1753	1273	4000
ccng2	1914	892	953	237	1280	293	395	201	545
wu:fj64h06	3417	182	257	107	281	184	150	44	215
LOC100333265	1501	78	78	55	94	60	51	31	41
wdr38	1082	0	24	18	6	17	10	3	6
rpl35	520	7659	7184	3325	8638	4640	5097	2074	7764
uqcr10	479	569	525	242	454	332	357	67	384
prodha	3071	7826	8875	1998	8949	5235	4264	2443	5879
rexo4	1867	162	187	105	352	199	163	68	259
si:ch73-209e20.5	2775	124	150	70	219	104	61	40	70
mob1bb	1935	279	295	119	254	169	137	47	167
dck	1040	7	55	24	73	54	36	7	17
slc4a4b	6837	447	479	272	626	317	224	99	381
fpgs	2707	0	0	2	0	0	0	0	0
cdk9	1729	0	2	0	0	0	0	0	0
LOC103909417	1076	0	0	0	0	0	0	0	0
si:dkey-93m18.3	953	0	0	0	0	0	0	0	0
si:dkey-93m18.4	1148	0	0	0	0	0	0	0	0
LOC562049	3895	1275	1120	356	1253	635	506	230	805
LOC103909418	1469	1	0	0	4	2	0	0	0
si:ch211-225g23.1	3257	19	38	42	60	55	32	12	25
LOC108180715	461	0	0	0	0	0	0	0	0
col5a1	9713	10710	10913	5807	13258	4040	5140	963	5442
LOC101885609	229	6	6	1	25	7	9	0	5
LOC110438222	109	8	3	2	16	8	3	0	0
LOC101885562	364	10	31	3	20	11	26	7	18
olfm1b	2724	2171	2224	887	2711	863	839	334	1209
LOC108180806	1213	15	4	1	4	7	3	3	2
LOC795570	1610	1	9	2	20	29	0	7	10
LOC103909421	835	0	0	0	0	0	0	0	0
LOC110438240	1043	20	6	0	1	48	1	1	14
ppp1r26	4197	331	381	176	444	260	150	74	254
mrps2	1276	414	307	136	400	201	158	79	341
zgc:113019	2103	205	180	79	154	98	89	39	131
LOC101886388	999	53	77	31	90	72	43	5	88
fam69b	1487	135	91	43	197	67	31	12	80
agpat2	3278	1338	1182	561	1338	1010	493	298	1006
egfl7	1776	143	191	94	210	125	87	29	126
mir126b	103	10	3	0	1	0	0	0	0
ap3b1	3586	553	738	316	841	349	600	172	500
LOC110438212	741	0	10	1	11	15	0	0	0
tbca	676	346	353	128	496	261	202	77	284
otpa	3105	803	794	186	919	276	284	104	385
wdr41	2083	292	285	177	422	166	146	74	249
pde8b	5318	914	1006	322	1444	529	422	226	585
aggf1	2682	273	258	114	335	177	139	51	215
crhbp	1379	167	195	74	209	92	75	59	146
s100z	1113	114	65	24	62	33	41	20	60
LOC103909422	785	2	22	4	23	28	1	5	13
ch25hl2	1320	33	34	18	42	2	17	7	23
f2rl1.2	1578	31	132	39	218	60	40	20	56
f2rl1.1	1563	25	23	15	42	41	25	9	17
LOC100149161	1787	7	20	1	4	28	0	7	13
zgc:171965	1551	0	0	1	11	0	0	0	0
LOC108180716	1180	1	0	6	6	4	0	0	0
si:dkey-163m14.7	2106	26	12	8	10	10	3	10	8
si:dkey-163m14.6	2099	18	22	3	19	10	0	3	7
LOC794215	1374	0	0	0	0	1	3	0	0
LOC799227	1953	0	4	0	3	3	1	0	3
LOC799156	1275	0	3	0	1	0	0	0	0
si:dkey-163m14.2	4808	82	134	53	172	159	100	24	122
LOC110438223	696	0	8	1	4	14	0	2	0
LOC100330530	2277	196	197	79	201	123	108	31	123
nr6a1b	1502	31	82	39	77	43	22	16	34
nr5a1b	2555	52	56	38	78	64	17	1	23
psmb7	1068	901	1108	456	1613	548	341	289	880
nek6	10260	316	309	174	414	199	187	65	241
lhx2a	2007	11	29	9	15	10	9	9	3
dennd1a	6425	1398	1297	341	1565	698	597	273	889
crb2a	5153	484	548	210	669	320	203	110	419
LOC110438224	152	0	0	0	4	0	0	0	0
LOC101884869	2237	13	9	0	14	16	0	3	18
LOC100331324	1732	0	14	5	4	21	8	5	9
LOC101882203	764	0	7	0	8	2	3	5	9
LOC110438213	1041	0	15	1	1	20	7	0	4
sdad1	2275	1029	971	525	1360	647	545	408	1008
ptpn13	8834	1871	2059	833	2750	993	855	453	1388
mapk10	6709	3130	2670	830	3047	1354	1139	465	1850
arhgap24	4564	550	435	235	766	365	145	84	339
esm1	1598	74	74	36	34	27	23	19	31
LOC567670	16397	1483	1485	804	2249	779	569	226	931
LOC100334297	5709	1060	1167	419	1490	618	370	236	905
ccbe1	1653	57	58	41	65	66	21	8	14
lman1	2096	332	364	177	370	262	415	46	271
cplx4a	2303	1098	1173	461	1404	691	513	193	896
rx3	1300	74	87	32	73	83	36	22	56
grp	753	39	20	5	86	35	39	3	8
znf532	7180	1017	952	285	1272	540	505	178	791
oacyl	2337	16	29	24	31	102	10	9	25
alpk2	6738	713	778	262	1065	479	303	153	518
mir122	76	0	6	0	7	4	0	0	0
LOC100536431	753	53	27	17	74	67	36	8	62
nedd4l	7585	2316	2311	899	2963	1204	1032	558	1719
prlra	6550	1019	1244	404	1394	713	468	237	874
agxt2	1964	729	752	303	944	325	298	123	428
dnajc21	2249	98	105	38	119	111	79	17	82
LOC101884756	6525	342	478	177	375	381	158	140	304
trnam-cau_202	72	0	0	0	0	0	0	0	1
arid6	2208	149	316	50	320	165	109	95	209
rtkn2b	2506	226	252	70	199	122	43	38	208
zgc:162472	5294	738	711	308	880	487	392	193	622
gtf3c5	1855	173	168	88	160	120	91	30	119
cel.2	1839	1368	1505	834	2150	1401	518	480	2092
cel.1	1785	1581	2279	1629	3022	2700	915	1155	3733
zgc:92275	1689	183	118	65	125	98	54	31	123
LOC103909427	460	0	26	8	5	18	0	2	16
grin1a	5046	3375	3496	1411	4188	1807	1180	552	2102
LOC103909426	540	103	128	40	190	92	49	20	77
entpd2b	1857	10	1	12	35	4	3	2	5
zgc:114104	2749	87	171	58	147	210	113	49	147
si:dkey-184p9.9	1239	8	20	3	10	27	0	10	3
LOC100537030	1321	0	0	0	1	1	0	0	0
cd8a	1299	8	0	0	0	3	0	4	0
cast	4287	8407	8445	2819	9680	6332	4097	2641	8737
pcsk1	3205	922	1049	430	1486	563	331	213	702
LOC108180799	647	8	4	1	3	5	0	4	1
ell2	4406	1099	1073	466	1261	551	473	181	808
glrx	926	192	247	78	244	182	252	49	155
si:dkey-6b12.5	3418	324	276	169	392	141	141	62	170
rfesd	915	2	22	10	31	27	6	4	6
nudt2	1305	116	181	48	146	53	72	25	167
ube2r2	4357	777	764	166	875	472	348	173	611
ubap1	2395	575	614	166	781	353	243	104	422
dcaf12	1948	616	695	320	828	302	209	142	403
ubap2a	4295	2720	2037	819	3139	821	710	373	1258
nop56	2457	2115	2091	1041	2949	1205	1068	516	2048
mlnl	687	53	76	45	64	53	39	21	50
zgc:64106	1553	139	146	133	233	86	43	25	119
aqp7	2936	82	162	68	188	131	64	69	141
tpgs2	1133	116	60	30	97	48	37	19	43
zgc:162344	1982	80	103	22	126	80	27	19	42
celf4	5609	2245	2194	710	2555	751	821	241	1223
LOC101886387	5646	23	65	17	61	71	19	14	18
LOC101886454	737	6	4	0	5	25	11	2	10
LOC110438225	1014	0	7	4	2	3	2	1	15
si:dkey-228b2.5	4359	425	508	304	673	343	238	83	333
LOC103909430	1617	23	25	8	27	6	7	2	7
zgc:109965	2030	140	205	93	246	141	49	22	67
fam219aa	2783	311	349	167	367	237	156	78	297
odf2a	4243	44	46	57	108	148	16	18	87
si:dkey-228b2.6	1362	0	0	0	13	16	0	4	0
spna2	8208	13180	13352	7275	17726	5732	4702	1997	9425
wdr34	2028	47	67	48	95	26	50	9	82
setb	1889	2093	1998	1171	2719	1232	1194	369	1790
specc1lb	7114	391	408	207	483	204	168	68	239
adora2ab	3652	67	81	39	97	92	39	30	62
snrpd3l	653	175	125	58	159	72	75	25	143
LOC101884909	3628	700	793	304	963	259	253	183	500
zgc:113162	4181	367	287	114	367	181	165	91	285
nsmfa	3358	509	644	164	719	305	181	87	333
si:dkey-248f6.3	1504	0	1	3	8	3	0	4	1
pnpla7a	1315	178	226	115	301	165	96	42	180
clic3	1774	94	134	79	151	80	113	56	86
fut7	1275	12	1	9	10	21	1	10	5
pou5f3	2881	9	43	3	14	82	6	7	8
npdc1a	1202	702	736	192	707	397	320	136	455
si:ch211-282j22.3	3525	371	472	176	654	339	271	68	373
slc31a2	1616	159	143	29	153	62	107	43	122
fam129ba	4372	228	348	155	334	171	123	69	135
stxbp1a	3645	6132	5017	1778	5850	2198	1966	672	3352
LOC103909432	2397	73	62	33	103	57	35	19	29
akna	5558	333	345	112	537	243	110	37	247
dfnb31a	4081	307	236	85	331	78	79	49	141
man1b1a	2908	37	41	29	70	44	9	8	3
si:ch211-196i2.1	6870	8	25	28	28	40	22	1	8
cacna1bb	9222	11	10	0	3	4	3	8	0
LOC101884429	2570	0	0	0	0	9	0	0	0
ehmt1b	6080	18	55	18	29	45	19	16	23
arrdc1b	4573	3	9	5	2	13	0	8	0
LOC100535016	1453	10	4	1	3	21	3	6	4
glulc	1806	21	9	5	15	42	10	10	18
LOC108180805	1659	43	62	46	70	58	22	21	23
si:dkey-11o18.5	4345	222	251	180	240	232	68	48	157
phpt1	1076	235	147	83	227	111	122	20	160
noc4l	1680	187	156	86	259	152	135	46	180
pus1	1538	88	104	52	129	118	18	15	87
LOC103909433	454	4	14	3	7	7	3	1	5
ulk1b	4845	1240	1112	518	1438	639	438	226	692
mmp17a	3486	171	228	85	292	106	52	43	167
sfswap	4169	842	749	250	1088	306	281	186	431
LOC108179090	4261	6	8	0	4	5	6	1	7
si:dkey-11o15.4	4099	28	16	4	26	23	5	2	20
LOC103908709	3536	8	14	1	10	5	0	0	10
si:dkey-11o15.10	1228	0	0	3	0	10	3	2	3
smarcb1b	1614	253	230	119	358	102	118	39	171
mmp11b	2561	27	87	40	85	61	38	19	17
chchd10	682	0	0	0	0	0	0	0	0
ddt	990	0	0	0	0	0	0	0	0
gstt1b	1249	25	36	12	28	12	14	4	6
p2rx4a	1460	0	8	0	1	23	7	2	3
idh3b	1937	222	238	76	257	117	57	27	108
ptpra	7363	389	397	73	687	209	171	49	255
gnrh2	659	7	0	2	8	17	30	0	13
si:dkeyp-87d8.8	2176	25	10	4	9	25	3	5	18
gcnt4b	1379	6	1	0	0	3	0	0	0
fam169ab	4251	89	126	27	197	106	21	19	55
lhx5	2007	235	156	80	285	100	50	33	108
mzt2b	1838	224	177	74	180	157	78	31	168
zgc:193801	2392	123	69	64	123	37	20	23	94
trnaa-ugc_9	72	0	0	0	0	0	0	0	0
cyb561a3b	1358	24	29	9	53	30	3	14	19
LOC110438226	2044	65	33	14	54	14	25	6	56
LOC100331807	2106	136	124	21	133	86	48	26	87
tnfrsfa	1934	432	333	145	417	211	145	66	266
si:ch73-110p20.1	2511	21	15	3	41	20	12	2	12
unc5da	3963	339	378	187	640	229	127	37	211
aqp3b	943	10	35	2	12	45	1	11	14
vps29	1053	518	434	166	492	319	246	103	406
fam216a	935	18	11	8	12	54	7	6	34
gpn3	1140	151	161	111	233	97	87	39	151
arpc3	828	414	454	222	515	260	317	67	355
ube2g1b	1628	403	502	154	544	336	258	113	384
atp2a2b	6276	1299	1520	830	2095	859	1145	201	965
bcr	6324	1577	1903	656	2360	608	638	279	1073
gfi1b	1980	44	41	16	27	38	23	11	42
trnam-cau_203	72	0	0	0	0	0	0	0	0
tsc1b	5515	0	0	0	0	0	0	0	1
gtf3c4	2680	0	2	0	13	2	5	1	0
barhl1b	1103	25	15	5	29	11	9	6	2
stom	3887	25	30	44	21	30	25	14	42
gsna	5770	24	19	4	16	4	0	0	0
rxraa	4650	1018	1078	381	1344	598	358	175	781
stx2a	3027	65	99	20	57	60	31	18	32
dnai1.2	3325	73	51	40	67	64	46	8	33
LOC110438227	1268	0	0	0	0	0	0	0	0
vav2	5429	255	329	170	303	155	96	66	179
brd3a	4247	1633	1383	480	1625	837	763	281	1052
wdr5	2644	456	505	330	720	328	248	80	352
dnai1.1	479	5	0	0	8	5	1	3	4
si:ch73-287m6.1	4753	1063	1004	395	1362	478	346	183	726
si:dkey-1d7.3	4855	253	201	62	263	92	85	36	53
LOC792894	2485	5	1	0	2	5	2	5	0
trnaa-ugc_10	72	0	0	0	2	0	0	0	0
trnaa-ugc_11	72	0	0	0	0	0	0	0	0
trnaa-cgc_3	72	0	0	0	0	0	0	0	0
trnaa-ugc_12	72	0	0	0	0	0	0	0	0
trnaa-cgc_4	72	0	0	0	0	0	0	0	0
trnaa-ugc_13	72	0	0	0	0	0	0	0	0
trnaa-ugc_14	72	0	0	0	0	0	0	0	0
trnaa-cgc_5	72	0	0	0	0	0	0	0	0
trnaa-ugc_15	72	0	0	0	0	0	0	0	0
trnaa-ugc_16	72	0	0	0	0	0	0	0	0
trnaa-cgc_6	72	0	0	0	0	0	0	0	0
trnaa-ugc_17	72	0	0	0	0	0	0	0	0
trnaa-ugc_18	72	0	0	0	0	0	0	0	0
trnaa-ugc_19	72	0	0	0	0	0	0	0	0
trnaa-ugc_20	72	0	0	0	0	0	0	0	0
trnaa-ugc_21	72	0	0	0	0	0	0	0	0
trnaa-ugc_22	72	0	0	0	0	0	0	0	0
trnaa-ugc_23	72	0	0	0	0	0	0	0	0
trnaa-ugc_24	72	0	0	0	0	0	0	0	0
trnaa-ugc_25	72	0	0	0	0	0	0	0	0
trnaa-ugc_26	72	0	0	0	0	0	0	0	0
trnaa-cgc_7	72	0	0	0	0	0	0	0	0
trnaa-ugc_27	72	0	0	0	0	0	0	0	0
trnaa-ugc_28	72	0	0	0	0	0	0	0	0
trnaa-ugc_29	72	0	0	0	0	0	0	0	0
trnaa-cgc_8	72	0	0	0	0	0	0	0	0
trnaa-ugc_30	72	0	0	0	0	0	0	0	0
trnaa-ugc_31	72	0	0	0	0	0	0	0	0
trnaa-cgc_9	72	0	0	0	0	0	0	0	0
trnaa-ugc_32	72	0	0	0	0	0	0	0	0
trnaa-ugc_33	72	0	0	0	0	0	0	0	0
trnaa-ugc_34	72	0	0	0	0	0	0	0	0
trnaa-ugc_35	72	0	0	0	0	0	0	0	0
trnaa-ugc_36	72	0	0	0	0	0	0	0	0
trnaa-ugc_37	72	0	0	0	0	0	0	0	0
trnaa-ugc_38	72	0	0	0	0	0	0	0	0
trnaa-ugc_39	72	0	0	0	0	0	0	0	0
trnaa-ugc_40	72	0	0	0	0	0	0	0	0
trnaa-ugc_41	72	0	0	0	0	0	0	0	0
trnaa-ugc_42	72	0	0	0	0	0	0	0	0
trnaa-ugc_43	72	0	0	0	0	0	0	0	0
trnaa-ugc_44	72	0	0	0	0	0	0	0	0
trnaa-ugc_45	72	0	0	0	0	0	0	0	0
trnaa-ugc_46	72	0	0	0	0	0	0	0	0
trnaa-cgc_10	72	0	0	0	0	0	0	0	0
trnaa-ugc_47	72	0	0	0	0	0	0	0	0
trnaa-ugc_48	72	0	0	0	0	0	0	0	0
trnaa-ugc_49	72	0	0	0	0	0	0	0	0
trnaa-ugc_50	72	0	0	0	0	0	0	0	0
trnaa-ugc_51	72	0	0	0	0	0	0	0	0
trnaa-cgc_11	72	0	0	0	0	0	0	0	0
trnaa-ugc_52	72	0	0	0	0	0	0	0	0
trnaa-ugc_53	72	0	0	0	0	0	0	0	0
trnaa-ugc_54	72	0	0	0	0	0	0	0	0
trnaa-cgc_12	72	0	0	0	0	0	0	0	0
trnaa-ugc_55	72	0	0	0	0	0	0	0	0
trnaa-ugc_56	72	0	2	0	0	0	0	0	0
trnaa-ugc_57	72	0	0	0	0	0	0	0	0
trnaa-ugc_58	72	0	0	0	0	0	0	0	0
trnaa-ugc_59	72	0	0	0	0	0	0	0	0
trnaa-cgc_13	72	0	0	0	0	0	0	0	0
trnaa-ugc_60	72	0	0	0	0	0	0	0	0
trnaa-ugc_61	72	0	0	0	0	0	0	0	0
trnaa-ugc_62	72	0	0	0	0	0	0	0	0
trnaa-ugc_63	72	0	0	0	0	0	0	0	0
trnaa-cgc_14	72	0	0	0	0	0	0	0	0
trnaa-ugc_64	72	0	0	0	0	0	0	0	0
trnaa-cgc_15	72	0	0	0	0	0	0	0	0
trnaa-ugc_65	72	0	0	0	0	0	0	0	0
trnaa-ugc_66	72	0	0	0	0	0	0	0	0
trnaa-ugc_67	72	0	0	0	0	0	0	0	0
trnaa-cgc_16	72	0	0	0	0	0	0	0	0
trnaa-ugc_68	72	0	0	0	0	0	0	0	0
trnaa-ugc_69	72	0	0	0	0	0	0	0	0
trnaa-ugc_70	72	0	0	0	0	0	0	0	0
trnaa-cgc_17	72	0	0	0	0	0	0	0	0
trnaa-cgc_18	72	0	0	0	0	0	0	0	0
trnaa-ugc_71	72	0	0	0	0	0	0	0	0
trnaa-ugc_72	72	0	0	0	0	0	0	0	0
trnaa-cgc_19	72	0	0	0	0	0	0	0	0
trnaa-ugc_73	72	0	0	0	0	0	0	0	0
trnaa-ugc_74	72	0	0	0	0	0	0	0	0
trnaa-ugc_75	72	0	0	0	0	0	0	0	0
trnaa-cgc_20	72	0	0	0	0	0	0	0	0
trnaa-ugc_76	72	0	0	0	0	0	0	0	0
trnaa-ugc_77	72	0	0	0	0	0	0	0	0
trnaa-ugc_78	72	0	0	0	0	2	0	0	0
trnaa-ugc_79	72	0	0	0	0	0	0	0	0
trnaa-ugc_80	72	0	0	0	0	0	0	0	0
trnaa-cgc_21	72	0	0	0	0	0	0	0	0
trnaa-ugc_81	72	0	0	0	0	0	0	0	0
trnaa-ugc_82	72	0	0	0	0	4	0	0	0
trnaa-ugc_83	72	0	0	0	0	0	0	0	0
trnaa-ugc_84	72	0	0	0	0	0	0	0	0
trnaa-cgc_22	72	0	0	0	0	0	0	0	0
trnaa-ugc_85	72	0	0	0	0	0	0	0	0
trnaa-ugc_86	72	0	0	0	0	0	0	0	0
trnaa-cgc_23	72	0	0	0	0	0	0	0	0
trnaa-ugc_87	72	0	0	0	0	0	0	0	0
trnaa-ugc_88	72	0	0	0	0	0	0	0	0
trnaa-ugc_89	72	0	0	0	0	0	0	0	0
trnaa-ugc_90	72	0	0	0	0	0	0	0	0
trnaa-ugc_91	72	0	0	0	0	0	0	0	0
trnaa-ugc_92	72	0	0	0	0	0	0	0	0
trnaa-ugc_93	72	0	0	0	0	0	0	0	0
trnaa-ugc_94	72	0	0	0	0	0	0	0	0
trnaa-ugc_95	72	0	0	0	0	0	0	0	0
trnaa-ugc_96	72	0	0	0	0	0	0	0	0
trnaa-cgc_24	72	0	0	0	0	0	0	0	0
trnaa-ugc_97	72	0	0	0	0	0	0	0	0
trnaa-ugc_98	72	0	0	0	0	3	0	2	0
trnaa-ugc_99	72	0	0	0	0	0	0	0	0
trnaa-ugc_100	72	0	0	0	0	0	0	0	0
trnaa-cgc_25	72	0	0	0	0	0	0	0	0
trnaa-ugc_101	72	0	0	0	0	0	0	0	0
trnaa-cgc_26	72	0	0	0	0	0	0	0	0
trnaa-ugc_102	72	0	0	0	0	0	0	0	0
trnaa-ugc_103	72	0	0	0	0	0	0	1	0
trnaa-ugc_104	72	0	0	0	0	0	0	0	0
trnaa-ugc_105	72	0	0	0	0	0	0	0	0
trnaa-ugc_106	72	0	0	0	0	0	0	0	0
trnaa-ugc_107	72	0	0	0	0	0	0	0	0
trnaa-ugc_108	72	0	0	0	0	0	0	0	0
trnaa-ugc_109	72	0	0	0	0	0	0	0	0
trnaa-ugc_110	72	0	0	0	0	0	0	0	0
trnaa-agc_67	72	0	0	0	0	0	0	0	0
trnaa-ugc_111	72	0	0	0	0	0	0	0	0
trnaa-ugc_112	72	0	0	0	0	0	0	0	0
trnaa-ugc_113	72	0	0	0	0	0	0	0	0
trnaa-cgc_27	72	0	0	0	0	0	0	0	0
trnaa-ugc_114	72	0	0	0	0	0	0	0	0
trnaa-ugc_115	72	0	3	0	0	0	0	0	0
trnaa-ugc_116	72	0	0	0	0	0	0	0	0
trnaa-cgc_28	72	0	0	0	0	0	0	0	0
trnaa-ugc_117	72	0	0	0	0	0	0	0	0
